Магазин,Категория,Название,Цена,Цена без скидки,Ссылка,Изображение
Ригла,Дермакосметика,Деготь березовый 30мл,109.0,109.0,https://www.rigla.ru/product/degot-berezovyy-30ml-4459293,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/4459293-4-c-b-4-4cb437bb1839402508ded86f0df153b203a2d751_4459293.jpg
Ригла,Дермакосметика,Псорилом таблетки п / языч. гомеоп. № 60,548.0,548.0,https://www.rigla.ru/product/psorilom-tab-pyazych-gomeop-no60-78010,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/7/8/78010-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Тепловит парафино-озокеритовый аппликатор 80х160х5мм,287.0,287.0,https://www.rigla.ru/product/teplovit-parafino-ozokeritovyy-applikator-80kh160kh5mm-4472686,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/4472686-4-7-0-b-470b7ea1f03e1a013ac13520ab340fec505ced32_4472686.jpeg
Ригла,Дермакосметика,Секрет Парацельса крем-бальзам 75 75мл,154.0,154.0,https://www.rigla.ru/product/sekret-paratselsa-krem-balzam-75-75ml-60042,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/6/0/60042-a-0-3-b-a03b68fe1fac52f3dbe9d5d5cf6d2ce263eb2a0f_60042.jpg
Ригла,Дермакосметика,Декспантенол-Вертекс мазь для наружного применения 5% туба 50г,435.0,435.0,https://www.rigla.ru/product/dekspantenol-verteks-maz-dnar-prim-5-tuba-50g-113472,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/113472-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Экстракт крапивы масляный 100мл,238.0,238.0,https://www.rigla.ru/product/ekstrakt-krapivy-maslyanyy-100ml-3033630,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/0/3033630-0-1-2-3-0123a06436fd7e4d050341147c0d961162f60d51_3033630.jpg
Ригла,Дермакосметика,Арнигель гель 45г,315.0,315.0,https://www.rigla.ru/product/arnigel-gel-45g-73829,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/7/3/73829-e-c-2-1-ec21e6d9b21c1080f32b03eab292c3d40169c23f_73829.jpg
Ригла,Дермакосметика,"Бетанецин мазь для наружного применения 0,05%+3,0% 15г № 1",289.0,289.0,https://www.rigla.ru/product/betanetsin-sk-maz-dnaruzh-prim-00530-15g-no1-117838,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/117838-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Фенивейт крем для наружного применения 15г,979.0,979.0,https://www.rigla.ru/product/feniveyt-krem-dlya-naruzhprim-15g-111035,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/111035-1-5-b-a-15bafb52078197e27d4bd85469ecf9d5194ed368_111035.jpg
Ригла,Дермакосметика,"Бетаметазон-Вертекс мазь для наруж прим 0,05% 30г",173.0,173.0,https://www.rigla.ru/product/betametazon-verteks-maz-dnaruzh-prim-005-30g-5006153,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/5/0/5006153-d-f-a-7-dfa743b50992dfbe051737b1ca47d987b362184f_5006153.jpg
Ригла,Дермакосметика,Глицерин раствор для наружного и местного применения 25г,56.0,56.0,https://www.rigla.ru/product/glitserin-r-r-dnaruzhnogo-i-mestnogo-primeneniya-25g-113960,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/113960-1-f-3-e-1f3ec385037bfed4ae703b5b1b8d74608a4cb7d6_113960.jpg
Ригла,Дермакосметика,Аргенсепт средство барьер-защит с наносеребром для кожи и слизистых дозированный 50мл,726.0,726.0,https://www.rigla.ru/product/argensept-sr-vo-baryer-zashchit-s-nanoserebrom-dlya-kozhi-i-slizistykh-dozir-50ml-120213,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/2/120213-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Декспантенол мазь для наружного применения 5% туба 25г,322.0,322.0,https://www.rigla.ru/product/dekspantenol-maz-dlya-nar-prim-5-tuba-25g-118103,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/118103-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,"Миристоил 0,01% раствор для местного и наружного применения+нас. распыл. 150мл",181.0,181.0,https://www.rigla.ru/product/miristoil-001-r-r-dlya-mestnar-primnas-raspyl-150ml-120486,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/2/120486-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,"Синафлан мазь 0,025% 15г",146.0,146.0,https://www.rigla.ru/product/sinaflan-maz-0025-15g-5005583,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/5/0/5005583-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,911 гель-бальзам для тела при боли в суставах с бишофитом 100мл,107.0,107.0,https://www.rigla.ru/product/911-gel-balzam-dtela-pri-boli-v-sustavakh-s-bishofitom-100ml-34183,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/4/34183-d-2-6-4-d264f74b4d835dd77708bb6d58b7bd1c207e2b1d_34183.jpg
Ригла,Дермакосметика,скин мастер крем с пантенолом 40мл,138.0,138.0,https://www.rigla.ru/product/skin-master-krem-s-pantenolom-40ml-446759,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/446759-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,деготь берестовый 100мл,224.0,224.0,https://www.rigla.ru/product/degot-berestovyy-100ml-444954,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/444954-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Сульфур-плюс гранулы гомеопатические 20г,377.0,377.0,https://www.rigla.ru/product/sulfur-plyus-granuly-gomeopaticheskiye-20g-5008207,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/5/0/5008207-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,маули крем бальзам чудо мазь для склонной к проблемам кожи на основе старинного китайского рецепта 75мл,727.0,727.0,https://www.rigla.ru/product/mauli-krem-balzam-chudo-maz-dlya-sklonnoy-k-problemam-kozhi-na-osnove-starinnogo-kitayskogo-retsepta-75ml-443191,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/443191-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Жабий камень для суставов биобальзам 50мл,105.0,105.0,https://www.rigla.ru/product/zhabiy-kamen-dlya-sustavov-biobalzam-50ml-23601,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/2/3/23601-e-6-2-9-e629797962cdb1029fdae6c6199a02f50e2b2b6b_23601.jpeg
Ригла,Дермакосметика,librederm крем пантенол 5% 50мл,570.0,570.0,https://www.rigla.ru/product/librederm-krem-pantenol-5-50ml-445420,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/445420-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Деготь березовый раствор для наружного применения 20мл,189.0,189.0,https://www.rigla.ru/product/degot-berezovyy-r-r-dnaruzhprim-20ml-7845,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/7/8/7845-9-7-a-2-97a28952264e93a7b98e177f6db5be3ed1ae792f_7845.jpg
Ригла,Дермакосметика,Формидрон раствор для наружного применения 100мл,169.0,169.0,https://www.rigla.ru/product/formidron-r-r-dnaruzhprim-100ml-123715,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/2/123715-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Бриония мазь гомеопатическая 25г,447.0,447.0,https://www.rigla.ru/product/brioniya-maz-gomeop-25g-35627,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/3/5/35627-4-e-2-b-4e2bf51846ef0d8a83353a11dedd56a592299cfc_35627.jpg
Ригла,Дермакосметика,Уртика-плюс гранулы гомеопатические 20г,441.0,441.0,https://www.rigla.ru/product/urtika-plyus-granuly-gomeopaticheskiye-20g-448510,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/448510-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Иов-плюс капли 25мл,408.0,408.0,https://www.rigla.ru/product/iov-plyus-kapli-25ml-803,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/8/0/803-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Пчелиный яд и Окопник для суставов разогревающий гель-бальзам 85мл,280.0,280.0,https://www.rigla.ru/product/pchelinyy-yad-i-okopnik-dsustavov-razogrevayushchiy-gel-balzam-85ml-75450,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/7/5/75450-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Линин ДН Травалек бальзам косметический 70г,273.0,273.0,https://www.rigla.ru/product/linin-dn-travalek-balzam-kosmeticheskiy-70g-118366,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/1/118366-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Туя окциденталис С1000 гомеопат. монокомп. препарат растит. происхожд. гранулы гомеопат. 5г,446.0,446.0,https://www.rigla.ru/product/tuya-oktsidentalis-s1000-gomeopat-monokomp-preparat-rastit-proiskhozhd-granuly-gomeopat-5g-441465,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/4/4/441465-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Вольтарен эмульгель 2% 50г,913.0,913.0,https://www.rigla.ru/product/voltaren-emulgel-2-50g-107275,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/107275-5-e-8-b-5e8b419fb1f15f80bd599da81d6b127f0a48dfbf_107275.jpg
Ригла,Дермакосметика,"Пироксикам гель 0,5% 30г",258.0,258.0,https://www.rigla.ru/product/piroksikam-gel-05-30g-107704,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/107704-1-1-1-4-11149e774f064970a446463ec48a24a804c54ed4_107704.jpg
Ригла,Дермакосметика,Амелотекс гель 1% 50г,446.0,446.0,https://www.rigla.ru/product/ameloteks-gel-1-50g-99101,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/9/9/99101-8-2-5-7-82574baa0310dd9feeb1df5f047a236a621ad521_99101.jpg
Ригла,Дермакосметика,Ацикловир мазь глазная 3% 5г,122.0,122.0,https://www.rigla.ru/product/atsiklovir-maz-gl-3-5g-104827,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/0/104827-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Гиоксизон мазь 10г,87.0,87.0,https://www.rigla.ru/product/gioksizon-maz-10g-553,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/5/5/553-0-f-8-3-0f832a81ae7a6348fee47d9488aa99a06a316c3b_553.jpg
Ригла,Дермакосметика,Раны А Ожоги присыпка для ран 15г,479.0,479.0,https://www.rigla.ru/product/rany-a-ozhogi-prisypka-dlya-ran-15g-5007545,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/5/0/5007545-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Меновазин раствор для наружного применения спиртовой с распылителем 40мл,162.0,162.0,https://www.rigla.ru/product/menovazin-r-r-dnaruzhprim-spirtovoy-s-raspylitelem-40ml-128999,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/2/128999-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,"Синафлан мазь 0,025% 15г",128.0,128.0,https://www.rigla.ru/product/sinaflan-maz-0025-15g-120397,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/1/2/120397-f-4-5-7-f457daa17e79a9ed0897dfa38e0b6015893a0a52_120397.jpg
Ригла,Дермакосметика,Камфорное масло 10% 30мл,90.0,90.0,https://www.rigla.ru/product/kamfornoye-maslo-10-30ml-60017,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/6/0/60017-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
Ригла,Дермакосметика,Эбермин мазь 30г,11000.0,11000.0,https://www.rigla.ru/product/ebermin-maz-30g-27345,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/2/7/27345-c-4-d-2-c4d2b3ac39f5bff584a0ea4fb62ab56781e5ace9_27345.jpg
Ригла,Дермакосметика,"Фурацилин раствор 0,02% 1000МЛ",273.0,273.0,https://www.rigla.ru/product/furatsilin-r-r-002-1000ml-5002067,https://cdn.rigla.ru/media/catalog/product/cache/8b5c625fb692b8dde426740670a5d3db/5/0/5002067-f-3-7-5-f3754becd47a51d43ad7e948c12babb439dd74de____________________________.jpg
